caseid,year,id,age,sex,race,hispanic,racehisp,uscitzn,educ,degree,vetyears,wordsum,cohort,birthmo,zodiac,wrkstat,wrkslf,wrkgovt,marital,sibs,childs,res16,reg16,mobile16,born,region,xnorcsiz,srcbelt,size,vote12,pres12,if12who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,uswar,uswary,relig,denom,other,fund,attend,reliten,pray,prayer,bible,affrmact,wrkwayup,closeblk,closewht,happy,hapmar,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,class,rank,satfin,finalter,finrela,unemp,union,getahead,parsol,kidssol,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,rushed,bored,helppoor,helpnot,helpsick,helpblk,compuse,webmob,emailmin,emailhr,usewww,wwwhr,wwwmin,genegen,letin1,sexornt,inthisp,intrace1,intrace2,intrace3,spanself,spanint,ballot,version,issp,sampcode,sample,samplerc,rsampcode,phase,vpsu,vstrat,wtss,wtssnr,wtssall,formwt,oversamp,lngthinv,intage,easyget,intethn,mode,intsex,feelevel,intyrs,artexbt,bigbang2,brlawfl,brnotax,cctv,clssmtes,discwk5,emonitor,evolved2,facebook,famorjob,flexhrs1,flickr,found,gendereq,givinffor,givinfusa,googlesn,govtinfo,gvinflu1,gvinflu2,harass5,hlthstrt,hope1,hope2,hope3,hope4,hope5,hope6,huadd,huaddwhy,hunt1,income16,incuspop,intmbile,intrecnt,intstart,intuse,intwkdyh,intwkdym,intwkenh,intwkenm,kidsinhh,leasthrs,linkedin,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,lowpay,pinterst,polgbeco,prvdhlth,prvdold,prvdschl,racethas,racethbl,racethhi,racethna,racethot,racethwh,rcontact,respond,rgroomed,rhlthend,rincom16,rlooks,rweight,sei10,sei10educ,sei10inc,sethrs,snapchat,snsmyear,tumblr,twitter,union1,unionsbd,usualhrs,vine,whatsapp,hotcore,boyorgrl,electron,bigbang,condrift,evolved,earthsun,radioact,viruses,lasers,spend18,partyid,hotcore_r,boyorgrl_r,electron_r,bigbang_r,condrift_r,evolved_r,earthsun_r,radioact_r,viruses_r,science_quiz,lasers_r,lotr2_rev,lotr4_rev,lotr5_rev,lot_scale,future_scale,abany_r,abdefect_r,abpoor_r,abhlth_r,abnomore_r,abrape_r,absingle_r,abortion,social_disconnect,authoritarianism,spkath_r,spkcom_r,spkhomo_r,spkmil_r,spkmslm_r,spkrac_r,tolerance,assisted,social_media,fechld_rev,femrole,obamavote,race2,unionhh,envir_spend,age5,female,fair_r,trust_r,social_trust
61929,2016,2330,79,1,1,2,3,,12,0,0,,1937,,7,5,2,2,3,7,3,6,8,1,1,8,1,2,546,2,,1,3,3,1,1,1,1,1,1,2,3,1,1,3,2,3,3,3,3,1,4,1,1,5,2,1,4,2,2,4,1,2,5,1,1,4,2,1,4,1,2,2,2,2,,,2,,,2,0,2,4,,1,,,9,9,3,,3,3,2,1,2,3,3,3,3,3,3,1,1,1,1,2,2,3,2,5,3,4,1,,,,,3,10,2,3,2,2,4,1,3,1,,1,2,1,2,2,2,2,,,,,,,4,2,3,,,,,,,2,2,2,2,,4,,,6,1,2,1,,,,,,,,3,1,3,5,3,3,,,,,,,,,,3,1,4,1,,,,3,3,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,98,64,,5,1,2,20,12,2,,,,,,2,,,,4,2,," ",,,,,,,,2,,6,1,6,7,3,2,1,,4,6,3,,,,2,,,,,2,,,4,4,4,4,2,2,,,,,,,0,0,5,5,0,0,,1,3,,,3,3,24.8,19.7,26.4,,,,,,4,2,,,,,,,,,,,,,,34,5,,,,,,,,,,,,2,2,4,12,19,0,1,0,1,0,0,0,2,,4,1,0,1,0,1,1,4,,,,,1,0,0,4,5,0,1,1,1
61930,2016,2331,84,2,1,1,1,,13,1,0,9,1932,,11,5,1,2,3,2,1,5,3,3,1,8,1,2,546,1,2,,6,,,,,,,,,,,,3,2,2,2,2,1,3,4,,,,,,,,,,,,,,,,,,,,1,,2,2,1,,1,48,,3,0,2,1,2,1,4,2,,,1,,,,2,3,2,1,2,1,3,3,3,2,1,2,2,2,3,2,3,5,1,2,4,7,1,7,7,1,5,2,3,2,2,4,,5,2,2,,,,,,,,2,3,1,3,3,2,,,2,1,1,1,2,2,2,,,,,,,1,6,3,1,1,2,1,3,2,2,2,2,1,,,5,3,3,3,2,2,,,,,,,4,3,1,4,1,,,,2,2,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,90,64,,5,1,2,20,12,2,,,,,,2,,,,4,3,," ",,,,,,,,2,2,,,,,,,1,,,7,3,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,3,1,,3,4,76.3,93.7,72.3,,,,,,4,3,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,2,,4,6,,0,0,,5,1,2,1,2
61931,2016,2332,65,2,3,1,4,,15,2,0,6,1951,,10,7,2,1,3,7,1,3,8,3,1,8,1,2,546,1,1,,4,3,2,1,1,1,1,1,2,2,3,2,1,1,3,2,1,2,3,3,,,,,,,,,,,,,,,,,,,,1,,2,2,1,,1,22,,3,2,2,3,1,3,3,1,,,1,,,,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,4,5,2,3,1,1,2,3,7,3,3,1,1,4,2,4,,1,1,2,,,,,,,,4,4,1,1,4,1,,,1,,1,,2,2,2,,,,,,,1,6,3,1,1,1,1,4,4,2,2,2,1,,,3,3,3,5,2,2,,,,,,,5,,1,1,,,,,2,2,1,658,10,9,658,2,2,3257,.7821816815,.7709515585,.7821816815,1,1,132,69,,1,1,2,75,4,,,2,2,2,,,4,1,,,,," ",1,2,2,,7,8,7,,,8,7,7,8,7,8,1,,,21,3,,,,2,,,,,1,,,4,4,4,2,3,4,,,1,2,5,1,,,,,,,,1,4,,1,4,3,84.2,97.8,80.3,,,,,,4,,,,,1,1,8,,1,,8,2,2,8,32,1,1,1,0,,1,,0,1,1,,0,2,4,3,15,39,,,,,,,,,3,2,,,,,,,,,,4,9,,,0,1,5,1,3,1,2
61932,2016,2333,61,1,2,3,2,,16,1,1,7,1955,,3,1,2,2,2,1,3,6,9,3,1,8,1,2,546,1,1,,2,,,,,,,,,,,,1,1,3,2,1,1,1,,1,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,4,2,1,1,2,,,2,2,,,2,8,1,1,1,2,4,4,9,9,2,,4,1,,,,,,,,,,,,,,,,,,,,,,5,2,7,6,2,4,3,2,2,,,1,,,2,1,1,1,1,1,1,1,2,1,1,2,4,1,2,4,,1,1,1,2,2,2,2,2,2,2,,1,1,10,6,1,1,2,1,4,4,1,2,1,2,,,,,,,1,,0,3,,4,0,3,,,1,4,1,,,,1,1,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,125,64,,5,1,2,,12,,1,4,1,2,,,3,1,,,,," ",1,3,2,,8,3,4,,2,,,,,,,1,,1,18,3,,,,,,,,,1,,,,,,,,,,,2,1,5,5,,,,,,,,1,3,3,,3,3,77.4,85.7,87,,,,,,,,,,,1,1,2,,1,,1,2,2,2,,0,1,1,0,,1,,1,1,1,,1,,,,,,1,1,1,1,1,1,1,7,11,,1,1,1,1,1,1,6,2,,4,9,,1,,,5,0,,,
61933,2016,2334,26,2,3,2,3,,9,1,0,,1990,,11,1,2,2,5,3,1,4,8,1,1,8,1,2,546,2,,2,5,2,1,1,3,2,1,3,3,1,3,2,3,2,2,1,1,1,2,4,2,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,5,1,2,2,2,1,,,1,18,,1,8,1,2,,1,,,4,5,3,,3,2,2,1,2,3,3,1,3,3,2,3,3,3,3,2,3,2,1,5,2,3,4,,,,,2,6,2,3,2,1,4,1,1,1,,2,2,1,2,2,2,2,,,,,,,1,1,2,,,,,,,2,2,2,2,,4,,,6,2,1,1,,,,,,,,1,3,2,2,4,4,,,,,,,,,,3,1,4,1,,,,3,3,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,105,64,,5,1,2,50,12,2,,,,,2,1,,,1,1,1,2," ",,,,2,,,,1,,2,3,5,5,5,4,1,,4,4,3,1,1,2003,1,1,0,2,0,1,24,2,5,3,4,4,4,3,,2,,,,,0,0,4,5,0,1,1,1,4,,4,4,2,19.6,44,5,2,2,2007,2,2,4,4,70,2,2,,,,,,,,,,,34,4,,,,,,,,,,,,3,2,2,13,18,0,0,0,1,0,0,0,1,,4,1,1,1,1,1,1,6,,1,,,0,,0,3,1,1,1,1,1
61934,2016,2335,57,2,1,30,3,,12,1,0,,1959,,6,3,2,2,3,8,1,4,8,1,1,8,1,2,546,2,,1,4,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,4,1,2,5,1,1,5,2,1,4,2,1,4,2,2,5,1,1,2,2,1,,,2,,,2,5,2,3,,2,,,9,9,3,,2,2,2,2,2,3,2,1,3,2,2,2,2,2,2,2,2,1,4,5,1,3,2,,,,,2,6,2,3,3,1,4,1,1,1,,1,1,1,1,2,2,2,,,,,,,2,3,2,,,,,,,2,2,2,2,,4,,,6,1,1,2,,,,,,,,2,,1,3,3,3,,,,,,,,,,3,1,1,,,,,3,3,1,658,10,9,658,2,2,3257,.7821816815,.7709515585,.7821816815,1,1,137,61,,1,1,2,75,20,1,,,,,2,1,,,1,1,2,2," ",,,,2,,,,2,2,3,7,6,6,6,5,1,,4,17,2,1,1,2001,1,5,0,3,0,1,25,1,3,3,3,2,2,4,,2,,,,,0,0,0,0,0,10,1,1,3,2,17,3,3,50.3,68.4,44.5,3,2,2010,2,2,4,3,25,2,2,,,,,,,,,,,,2,,,,,,,,,,,,3,4,4,15,27,0,1,1,1,1,0,0,4,,1,1,1,1,1,0,0,4,,2,,,1,0,0,,4,1,3,1,2
61935,2016,2336,31,2,1,1,1,,17,3,0,9,1985,,4,2,2,1,1,1,1,6,8,1,1,8,1,2,546,1,1,,3,1,2,1,3,2,2,1,1,3,2,2,2,1,2,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,2,,2,1,1,,4,,,3,0,4,6,1,3,4,4,,,2,2,,,1,2,1,2,2,3,2,3,2,2,1,3,1,1,3,2,4,5,1,2,3,4,6,2,5,3,6,2,1,3,2,2,,3,2,2,,,,,,,,8,1,1,3,4,4,,,2,3,1,1,1,,1,,,,,,,5,1,6,1,1,1,1,3,4,1,2,1,2,,,2,3,1,2,1,,0,1,,7,0,,2,3,1,4,1,,,,2,2,1,658,10,9,658,1,2,3257,.9569935115,.9432535389,.9569935115,1,1,110,64,,5,1,2,50,12,,,3,3,1,2,,2,,1,,,2," ",1,2,2,1,7,3,10,,,7,6,7,8,8,8,1,,,23,2,1,1,1994,1,1,0,1,0,1,,1,4,2,2,2,2,4,,1,2,3,5,1,,,,,,,,1,3,,19,4,3,84.2,97.8,80.3,,2,2008,2,2,2,,,2,2,1,1,1,,1,1,1,2,2,2,31,1,1,1,1,,1,1,1,1,1,,1,4,4,4,16,38,,,,,,,,,9,1,,,,,,,,2,4,4,8,,0,1,2,2,1,3,3,3
61936,2016,2337,38,1,1,1,1,,16,3,0,6,1978,,11,1,2,2,1,1,1,5,3,3,1,8,1,2,546,1,2,,5,,,,,,,,,,,,2,3,2,1,2,2,2,,1,1,5,2,1,5,2,1,4,2,1,5,2,1,4,2,2,5,1,1,2,2,,,2,4,,,3,2,4,4,1,2,3,2,5,7,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,2,6,4,3,3,5,2,1,4,,,1,,,2,1,2,1,2,2,2,2,2,2,1,1,4,1,1,2,,3,2,2,2,2,2,2,2,2,2,,4,5,2,6,1,1,2,3,3,3,2,2,1,2,,,,,,,1,,0,10,,5,0,3,4,,1,4,1,,,,1,1,1,658,10,9,658,1,2,3257,1.435490267,1.414880308,1.435490267,1,1,105,64,,5,1,2,50,12,,1,1,3,2,,,2,1,,,,," ",2,2,2,,8,3,7,,1,,,,,,,1,,4,24,2,,,,,,,,,1,,,,,,,,,,,2,2,2,4,,,,,,,,1,5,1,21,5,3,67.7,76.9,76.8,,,,,,,,,,,1,1,1,,1,,1,8,1,2,,4,1,1,1,,1,,1,0,0,,1,,,,,,0,1,0,1,0,0,0,2,9,,1,1,1,1,0,1,5,0,,2,5,,0,,,2,0,,,
61937,2016,2338,51,1,1,1,1,,11,1,0,,1965,,8,5,2,2,3,3,2,4,8,1,1,8,1,2,546,2,,2,7,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,4,2,1,4,2,2,5,,1,4,2,1,5,2,1,4,2,2,5,1,1,1,2,1,,,1,70,,2,2,1,2,,2,,,9,9,3,,4,2,2,1,2,3,2,2,3,3,2,3,2,2,2,2,3,1,1,5,4,2,3,,,,,2,7,2,1,1,2,4,1,3,5,,1,,1,2,1,1,,,,,,,,1,4,2,,,,,,,2,2,2,2,,4,,,6,1,1,1,,,,,,,,2,2,5,4,5,4,,,,,,,,,,3,1,4,1,,,,3,3,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,104,64,,5,1,2,50,12,2,,,,,2,2,,,2,2,4,2," ",,,,1,,,,2,,5,2,6,2,5,2,1,,4,17,3,1,1,2016,1,0,30,0,30,2,,2,4,3,4,3,4,3,3,2,,,,,0,0,0,0,0,10,,1,2,,,3,1,32,25.4,39.4,,2,2016,2,2,4,2,,2,2,,,,,,,,,,,29,6,,,,,,,,,,,,3,3,2,13,16,,1,0,1,,1,1,,,6,1,1,1,1,0,0,4,,1,,,0,0,0,2,4,0,1,1,1
61938,2016,2339,22,1,3,2,3,1,10,0,0,3,1994,,2,2,2,2,5,3,3,3,8,2,2,8,1,2,546,2,,1,,2,1,1,2,3,1,1,2,3,1,3,2,2,2,1,1,1,1,,1,1,4,2,1,4,2,1,5,2,2,5,2,1,4,2,2,4,2,1,2,2,,,1,5,,,,0,2,1,2,3,4,4,7,7,3,,3,2,,,,,,,,,,,,,,,,,,,,,,6,2,4,7,3,5,3,3,3,,,2,,,2,1,1,2,1,1,1,1,3,2,1,,3,1,1,4,,1,1,1,2,1,2,2,2,2,2,,4,4,5,6,1,1,1,1,3,3,1,2,1,2,,,,,,,1,,0,30,,30,0,3,2,,1,1,,,,,1,1,1,658,10,9,658,2,2,3257,1.564363363,1.541903117,1.564363363,1,1,108,69,,1,1,2,75,4,,,4,4,4,,,4,,,,,," ",3,1,3,,5,5,1,,,,,,,,,1,,4,,2,,,,,,,,,1,,,,,,,,,,,2,1,1,1,,,,,,,,1,3,,7,4,3,31.2,29.5,33,,,,,,,,,,,1,2,2,1,1,1,1,2,1,2,30,3,1,0,0,1,1,1,1,1,0,7,1,,,,,,1,1,1,0,1,1,1,6,9,,1,1,1,0,0,1,4,2,,4,7,1,,,4,1,0,,,
61939,2016,2340,55,1,1,1,1,,18,4,0,8,1961,,5,1,2,2,3,2,0,3,6,3,1,8,1,2,546,1,2,,6,2,2,1,2,1,1,2,2,3,3,2,2,2,2,1,1,2,2,6,,,,,,,,,,,,,,,,,,,,2,,1,2,1,,1,14,,1,0,2,4,1,2,4,2,,,2,,,,1,2,2,3,1,2,2,3,2,2,2,2,3,2,3,2,4,5,1,3,2,6,4,2,4,3,5,2,2,3,1,4,,3,6,2,,,,,,,,2,3,1,3,4,2,,,2,2,2,1,1,1,1,,,,,,,2,3,6,1,1,1,2,2,2,2,2,2,2,,,4,4,3,3,1,,0,1,,5,0,,3,,1,1,,,,,2,2,1,658,10,9,658,2,2,3257,.7821816815,.7709515585,.7821816815,1,1,155,61,,1,1,2,75,20,,,2,1,3,2,,4,1,2,,,2," ",4,4,4,2,3,3,7,,,7,7,7,7,7,7,1,,,18,3,1,1,,1,,,,,2,,2,4,2,4,2,2,4,,2,2,5,5,5,,,,,,,,1,,,18,,,71.4,95.6,50.7,,2,,2,2,4,,,2,2,1,1,1,,1,,1,2,2,2,33,4,1,1,1,,1,,1,1,1,,1,4,4,4,18,36,,,,,,,,,9,1,,,,,,,,1,0,3,4,,0,0,2,4,0,3,1,2
61940,2016,2341,46,2,1,1,1,1,20,2,0,5,1970,,6,1,2,2,3,1,0,4,0,3,2,8,1,2,546,2,,3,4,,,,,,,,,,,,2,1,1,1,1,,,,1,2,5,2,2,5,1,1,5,2,2,5,1,1,4,2,2,5,1,,1,2,,,2,10,,,3,2,2,2,1,2,4,1,5,8,2,,2,1,,,,,,,,,,,,,,,,,,,,,,6,7,2,4,2,5,3,1,3,,,3,,,2,1,1,1,1,1,1,1,3,1,1,1,4,3,1,4,,2,1,1,2,2,,2,2,2,2,,4,4,4,6,1,1,2,3,3,3,2,2,2,1,,,,,,,1,,0,2,,10,0,3,3,,1,4,1,,,,1,1,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,110,64,,5,1,2,55,12,,1,1,3,2,,,4,1,,,,," ",1,4,4,,9,3,10,,1,,,,,,,1,,4,18,3,,,,,,,,,1,,,,,,,,,,,2,1,1,1,,,,,,,,1,3,2,18,3,3,43,55.4,39.1,,,,,,,,,,,1,8,2,,1,,1,2,1,2,,3,1,0,0,,1,,1,1,0,,1,,,,,,1,1,1,1,1,1,1,7,12,,0,1,1,0,0,0,2,2,,2,5,0,0,,,3,1,,,
61941,2016,2342,80,2,1,1,1,,16,3,0,,1936,,4,5,2,2,3,3,0,5,1,3,1,8,3,4,88,2,,1,4,,,,,,,,,,,,1,1,1,1,1,2,1,4,1,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,4,2,2,1,1,1,,,4,,,3,0,4,1,,2,,,5,5,2,,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,4,5,1,3,2,,,,,1,5,2,2,3,2,4,1,2,6,,1,1,1,1,1,1,1,,,,,,,2,4,2,,,,,,,1,2,2,1,2,4,,,3,1,1,2,,,,,,,,2,,3,3,1,1,,,,,,,,,,3,1,4,1,,,,3,3,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,106,64,,5,1,2,50,12,2,,,,,,3,,,,4,3,," ",,,,,,,,3,2,8,8,8,8,8,8,1,,4,10,2,,,,2,,,,,2,,,4,2,4,2,2,4,,,,,,,0,0,0,0,0,10,,1,3,3,,4,3,52.6,75.1,42.7,,,,,,4,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,4,4,4,18,42,1,1,1,1,1,1,1,7,,1,1,1,1,1,1,1,6,,,,,1,0,0,,5,1,3,3,3
61942,2016,2343,53,1,2,1,2,,14,1,3,7,1963,,12,5,2,1,5,3,4,6,3,3,1,8,3,4,88,2,,1,4,3,1,3,1,1,1,1,1,3,3,1,1,1,2,2,1,3,1,1,,,,,,,,,,,,,,,,,,,,1,,2,1,1,,4,,,3,0,4,2,2,3,1,5,,,3,,,,2,1,1,3,3,3,3,3,2,3,3,3,3,2,3,2,2,5,4,3,1,5,1,3,7,3,1,3,3,2,1,4,,3,3,1,,,,,,,,8,2,1,3,4,4,,,3,2,1,1,1,1,1,,,,,,,3,2,6,2,1,1,3,3,2,1,2,1,1,,,1,1,1,1,1,,0,0,1,9,0,,3,,1,1,,,,,2,2,1,658,10,9,658,2,2,3257,1.564363363,1.541903117,1.564363363,1,1,146,61,,1,1,2,75,20,,,3,3,4,2,,4,,2,,,2," ",1,4,4,2,5,100,100,,,7,6,6,6,6,7,1,,,14,2,1,2,,1,,,,,2,,2,4,2,4,2,2,4,,2,,1,1,1,,,,,,,,1,3,,3,3,4,23.3,24.1,18.9,,2,,2,2,4,,,2,2,1,1,1,,1,2,1,2,2,2,30,3,1,1,1,,1,0,1,1,1,,1,4,4,4,18,32,,,,,,,,,6,5,,,,,,,,2,0,2,4,1,1,0,4,4,0,1,3,2
61943,2016,2344,31,1,1,1,1,,12,1,0,6,1985,,5,1,2,2,4,6,1,3,2,3,1,8,3,4,88,1,1,,4,1,1,2,1,2,1,1,2,3,3,2,2,1,1,2,2,1,1,,3,1,4,2,2,5,1,1,5,2,1,5,2,1,4,2,1,5,2,2,2,2,,,2,5,,,,0,1,5,2,3,4,3,7,6,2,,1,1,,,,,,,,,,,,,,,,,,,,,,5,6,4,7,2,8,3,2,2,,,3,,,2,1,1,1,1,1,1,1,2,1,1,1,4,4,1,4,,2,1,1,2,2,2,2,2,2,2,,4,4,3,6,1,1,1,1,3,3,2,2,2,1,,,,,,,1,,0,1,,10,0,3,3,,1,1,,,,,1,1,1,658,10,9,658,2,2,3257,1.564363363,1.541903117,1.564363363,1,1,103,69,,1,1,2,75,4,,,4,1,4,,,4,,,,,," ",1,3,4,,2,3,1,,,,,,,,,1,,4,10,2,,,,,,,,,1,,,,,,,,,,,2,1,2,1,,,,,,,,1,4,,8,4,3,13.6,27.1,3.2,,,,,,,,,,,1,2,1,1,1,1,1,2,2,2,29,1,1,0,1,1,1,1,1,1,1,9,1,,,,,,1,1,1,1,1,1,1,7,12,,1,1,1,1,1,0,5,2,,4,7,,0,,4,2,0,,,
61944,2016,2345,53,1,1,1,1,,12,1,0,,1963,,11,1,1,2,3,6,2,4,8,1,1,8,3,4,88,1,2,,5,,,,,,,,,,,,1,2,2,1,3,1,1,1,1,1,5,2,2,5,2,2,5,2,2,5,2,1,4,2,2,5,2,1,1,2,1,,,2,,,2,3,2,2,,1,,,9,9,1,,1,1,1,2,1,3,1,1,2,2,2,1,1,1,,,2,1,2,5,4,3,1,,,,,2,5,1,1,3,2,4,2,3,,,1,1,1,1,1,2,2,,,,,,,1,1,2,,,,,,,1,1,1,1,1,1,,,6,1,1,2,,,,,,,,3,,3,3,3,5,,,,,,,,,,3,1,4,1,,,,3,3,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,105,64,,5,1,2,50,12,2,,,,,,2,,,,1,4,," ",,,,,,,,2,1,8,8,8,8,8,6,1,,1,23,2,,,,2,,,,,2,30,,4,2,5,2,1,5,,,,,,,0,0,0,1,0,9,1,1,3,1,23,3,3,24,21.6,22.4,3,,,,,4,4,40,,,,,,,,,,,,,,5,,,,,,,,,,,,4,4,5,21,40,0,1,1,1,1,1,0,5,,5,1,0,1,0,0,0,2,,,,,,0,0,,4,0,3,3,3
61945,2016,2346,24,2,1,1,1,,11,0,0,7,1992,,3,1,2,2,5,3,0,3,7,3,1,8,3,4,88,2,,3,4,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,2,,2,1,1,,1,70,,2,0,2,3,,2,4,,,,2,,,,3,3,2,2,3,2,1,3,2,3,3,3,3,2,3,2,4,5,3,1,2,5,2,5,5,1,9,3,1,2,1,4,,3,6,2,,,,,,,,2,2,1,2,4,1,,,1,2,,2,2,2,2,,,,,,,5,2,6,1,1,1,2,3,4,2,2,2,2,,,2,4,1,3,1,,0,4,,1,0,,,,1,1,,,,,2,2,1,658,10,9,658,2,2,3257,1.564363363,1.541903117,1.564363363,1,1,166,66,,1,2,2,75,2,,,3,4,4,2,,3,1,1,,,2," ",1,4,2,2,5,3,7,,,7,7,7,7,6,7,1,,,15,3,1,1,2000,1,0,55,0,50,2,,2,3,3,4,3,3,3,,1,2,1,3,1,,,,,,,,1,,,,,,25.7,51.1,9.4,,1,2006,2,2,4,,,2,2,1,1,8,,1,,1,1,1,8,24,4,1,1,0,,1,,1,0,0,,0,3,3,3,13,35,,,,,,,,,9,3,,,,,,,,,3,3,7,0,0,0,4,1,1,2,1,2
61946,2016,2347,63,2,1,1,1,,20,3,0,,1953,,6,8,1,2,5,1,0,4,2,3,1,8,3,4,88,2,,1,2,,,,,,,,,,,,1,1,2,1,1,3,3,1,2,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,2,4,1,,1,2,1,,,4,,,3,0,4,1,,3,,,6,6,3,,2,,2,1,2,3,3,3,2,3,2,2,2,2,3,2,3,2,3,5,4,2,1,,,,,,1,3,2,1,2,4,1,5,6,,1,1,1,1,1,1,1,,,,,,,2,4,1,,,,,,,2,2,2,2,,4,,,6,3,1,2,,,,,,,,1,,1,1,1,2,,,,,,,,,,3,1,4,1,,,,3,3,1,658,10,9,658,1,2,3257,.4784967557,.4716267695,.4784967557,1,1,178,64,,5,1,2,20,12,1,,,,,,1,,,,,2,," ",,,,,,,,2,2,8,5,5,5,5,5,1,,4,13,3,,,,2,,,,,2,,,2,4,3,3,3,2,2,,,,,,0,0,0,0,0,10,,1,3,3,,4,4,61.4,82.5,55,,,,,,4,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,3,3,9,27,1,1,1,1,1,1,1,7,,4,1,1,1,1,0,1,5,,,,,1,0,0,,5,1,1,1,1
61947,2016,2348,38,1,1,1,1,,18,4,3,8,1978,,10,1,2,2,1,2,2,3,3,3,1,8,3,4,6,2,,2,5,,,,,,,,,,,,2,2,2,2,3,3,3,6,,,,,,,,,,,,,,,,,,,,1,,2,2,1,,1,70,,2,3,1,2,1,2,3,2,,,1,1,,,1,2,1,2,2,2,3,2,2,2,2,3,2,2,3,2,3,5,1,2,4,6,5,4,3,3,4,1,3,4,2,1,,2,3,1,,,,,,,,3,2,1,2,1,1,,,2,2,1,1,1,1,1,,,,,,,5,0,6,1,1,2,3,2,2,2,2,1,2,,,5,5,4,4,1,,0,2,,5,0,,2,3,1,1,,,,,2,2,1,659,10,9,659,1,1,3258,.9569935115,.963656892,.9569935115,1,1,75,62,,1,1,2,50,1,2,,,,,2,1,,,1,1,2,2," ",,,,2,,,,2,1,,,,,,,1,,,23,1,1,1,1998,1,2,0,2,0,2,,1,,,,,,,,2,,,,,,,,,,,2,1,3,1,23,4,3,79.4,92,83.5,,2,2008,2,2,1,3,,2,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,2,2,2,3,0,0,1,,2,0,3,3,3
61948,2016,2349,44,1,1,1,1,,18,4,0,8,1972,,3,1,2,2,1,1,2,3,2,3,1,8,3,4,6,1,2,,4,3,2,1,1,2,2,1,2,3,3,2,2,1,2,3,1,3,1,,1,1,4,2,1,4,1,2,5,2,2,5,2,1,4,1,2,5,1,1,2,1,,,1,1,70,,2,2,1,,1,1,4,1,7,9,2,,2,2,,,,,,,,,,,,,,,,,,,,,,7,5,5,7,3,5,1,1,3,,,2,,,,,2,2,2,,2,2,4,3,1,1,4,1,1,1,,,2,2,2,2,2,3,3,3,3,3,4,5,1,3,3,1,1,3,2,3,2,2,2,1,,,,,,,1,,0,5,,10,0,1,5,,1,1,,,,,1,1,1,659,10,9,659,1,1,3258,.9569935115,.963656892,.9569935115,1,1,78,62,,1,1,2,50,1,,,1,3,4,,,4,,,,,," ",2,1,2,,5,3,5,,,,,,,,,1,,4,24,1,,,,,,,,,2,,,,,,,,,,,2,2,2,1,,,,,,,,1,2,,22,2,2,68.6,76.5,78.9,,,,,,,,,,,1,1,1,2,1,1,1,1,1,2,35,4,1,1,1,0,1,1,1,0,0,7,1,,,,,,0,,0,0,0,,0,,14,,1,0,1,0,0,1,3,0,,2,4,,0,,3,3,0,,,
